Identified,Location,Dependency Name,Current Version,Release,CVSS3 Score,Latest Version,Recommendation
2025-06-27T00:00:00.000Z,orx-cat-automation,camelcase - 6.3.0,6.3.0,2022-01-01T00:00:00.000Z,0,8.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/3db24ec6bb7d5cec7a8db4445f92e729a36cc7ae691ce481ae3a2151059d0cce
2025-06-27T00:00:00.000Z,orx-cat-automation,caseless - 0.12.0,0.12.0,2017-01-26T00:00:00.000Z,0,0.12.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/ffe7dae4b6d7b9993d7ac4f4586e0ffd69e22ff6b00d0ff05fe0f12e41bf70a2
2025-06-27T00:00:00.000Z,orx-cat-automation,chainsaw - 0.1.0,0.1.0,2011-07-17T00:00:00.000Z,0,0.1.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/0f5662cee27e9b6a72156dd5b93a5b4398e90039b8c2e2b9f9b5fedb7c340355
2025-06-27T00:00:00.000Z,orx-cat-automation,chalk - 4.1.2,4.1.2,2021-07-30T00:00:00.000Z,0,5.4.1,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/1690042945cf5b75749654056123067b63ee7a5f935e57e560d246c8419a00f4
2025-06-27T00:00:00.000Z,orx-cat-automation,check-error - 1.0.3,1.0.3,2023-09-27T00:00:00.000Z,0,2.1.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/c1b1884c285d99f26cee5f341e6c76ae4297ea66caf9d171667006db60c419d5
2025-06-27T00:00:00.000Z,orx-cat-automation,check-more-types - 2.24.0,2.24.0,2017-03-20T00:00:00.000Z,0,2.24.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/1618f83e57fa03c370960d981e427168a23d6da19a002bd4164ef91699df9134
2025-06-27T00:00:00.000Z,orx-cat-automation,chokidar - 3.5.2,3.5.2,2021-06-15T00:00:00.000Z,0,4.0.3,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/c8e6571e15635b0345c75dedb084d8b7ed58069008c4ed45a90bba556779b031
2025-06-27T00:00:00.000Z,orx-cat-automation,clean-stack - 2.2.0,2.2.0,2019-07-31T00:00:00.000Z,0,5.2.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/0c4a524edbaa4591ba625044edc32c73b9be8c15b6fbe46d4ba2d7af8ab44c7f
2025-06-27T00:00:00.000Z,orx-cat-automation,cli-cursor - 3.1.0,3.1.0,2019-06-11T00:00:00.000Z,0,5.0.0,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/425dcb79540a25ba1ee68e462a9f9477c46d6fb41d4dd1c64810660b4868cae6
2025-06-27T00:00:00.000Z,orx-cat-automation,cli-table - 0.3.11,0.3.11,2021-12-06T00:00:00.000Z,0,0.3.11,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/f643d0add0cc733477e6ece94ec458d2b5a13b976df838744793314fd9192e4d
2025-06-27T00:00:00.000Z,orx-cat-automation,cli-table3 - 0.6.1,0.6.1,2022-01-09T00:00:00.000Z,0,0.6.5,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/29cd9bad01d8786e3e74010c51ce2655d5869660f90557102918078790547ff7
2025-06-27T00:00:00.000Z,orx-cat-automation,cli-truncate - 2.1.0,2.1.0,2019-12-06T00:00:00.000Z,0,4.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/723f80c5ae540a47e0a9282792238b4b5d525032943bb5812fb86a6a5269a344
2025-06-27T00:00:00.000Z,orx-cat-automation,cliui - 6.0.0,6.0.0,2019-11-16T00:00:00.000Z,0,9.0.1,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/525435220666c2c17567c3003c83308995bb0b4155cbfc982a6b89840255d85d
2025-06-27T00:00:00.000Z,orx-cat-automation,cliui - 8.0.1,8.0.1,2022-10-01T00:00:00.000Z,0,9.0.1,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/964ecf996c6c8171d0fb7c45c6788002de684dfe2ed55348ecaee8973577de17
2025-06-27T00:00:00.000Z,orx-cat-automation,coffeeify - 3.0.1,3.0.1,2017-11-03T00:00:00.000Z,0,3.0.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/03a8a376546f2f0b37c4462cdbee431a3631cfe01f160bde84fcb828b453044b
2025-06-27T00:00:00.000Z,orx-cat-automation,coffeescript - 1.12.7,1.12.7,2017-07-17T00:00:00.000Z,0,2.7.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/02a496a95ceefeb151a856f6c15500a18184e194ee0066fa5d1bf52fc13ea958
2025-06-27T00:00:00.000Z,orx-cat-automation,color-convert - 2.0.1,2.0.1,2019-08-19T00:00:00.000Z,0,3.1.0,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/c50cf00bd2f50396fb58056df8562ea9bd22c3946c69bc04a05e66278918e7f8
2025-06-27T00:00:00.000Z,orx-cat-automation,color-name - 1.1.4,1.1.4,2018-09-21T00:00:00.000Z,0,2.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/020127f0d79dfee9d4b6415cf60bf9b2a2bebe7a39f76cda29ab2d9c7fe6bc25
2025-06-27T00:00:00.000Z,orx-cat-automation,colorette - 2.0.20,2.0.20,2023-04-16T00:00:00.000Z,0,2.0.20,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/e4226367f4e64e9b59f4b3cc27f47f141700e79f5a64bb067c6b9a7a77ba6d52
2025-06-27T00:00:00.000Z,orx-cat-automation,colors - 1.0.3,1.0.3,2014-10-09T00:00:00.000Z,0,1.4.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/4b23c372b89db1ecd881c05d3fc65ac403b70886f588ee8dd99e9895370517a2
2025-06-27T00:00:00.000Z,orx-cat-automation,colors - 1.4.0,1.4.0,2019-09-22T00:00:00.000Z,0,1.4.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/fc41d9087af715b9a01b58e12b9d6ff36fcb5ac8ccf59cc7a8cef72bf2edfec6
2025-06-27T00:00:00.000Z,orx-cat-automation,combine-source-map - 0.8.0,0.8.0,2017-03-20T00:00:00.000Z,0,0.8.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/9891dbffb290a3fb9ec05b2f9bdce18110ba3c28a2c94c666dc2402f373efcbd
2025-06-27T00:00:00.000Z,orx-cat-automation,combined-stream - 1.0.8,1.0.8,2019-05-12T00:00:00.000Z,0,1.0.8,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/b6e0e8cb70e7bd37f808a98d1bfb21774d8cfa2296a8af7339888c9968db3bce
2025-06-27T00:00:00.000Z,orx-cat-automation,commander - 10.0.1,10.0.1,2023-04-15T00:00:00.000Z,0,14.0.0,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/6cdc46125120652f75c8b6132807d67f458dc857508b8dbea42a07dc2262e7fc
2025-06-27T00:00:00.000Z,orx-cat-automation,commander - 2.20.3,2.20.3,2019-10-11T00:00:00.000Z,0,14.0.0,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/1b66d8596e7e4665cc41662ce68b05a108935a2025366d9db83cbedc4c8c3410
2025-06-27T00:00:00.000Z,orx-cat-automation,commander - 6.2.1,6.2.1,2020-12-14T00:00:00.000Z,0,14.0.0,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/a2473b1f33bae56b709bf8558e33d9e78fbf051ad4d3bdb749d182a2f647ad8c
2025-06-27T00:00:00.000Z,orx-cat-automation,common-tags - 1.8.2,1.8.2,2021-11-16T00:00:00.000Z,0,1.8.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/77bc657a41e3a7a5d3c59240421d4d190c53331456f46dc965b5e4c5077a0158
2025-06-27T00:00:00.000Z,orx-cat-automation,compress-commons - 4.1.2,4.1.2,2023-09-02T00:00:00.000Z,0,7.0.0,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/b76b04367f7fbf936a705a9d0551b598693e45a12d2514e7c1af898edd285e58
2025-06-27T00:00:00.000Z,orx-cat-automation,concat-map - 0.0.1,0.0.1,2014-01-30T00:00:00.000Z,0,0.0.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/1ec6381b4b1e3b9cffc38ff04324a3a37cd947f2ac2d797bd3e81102653752de
2025-06-27T00:00:00.000Z,orx-cat-automation,concat-stream - 1.6.2,1.6.2,2018-03-21T00:00:00.000Z,0,2.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/8143345ac241aa2b9304b92bfc9e31834d3812128b1b54c657accffd903b647d
2025-06-27T00:00:00.000Z,orx-cat-automation,console-browserify - 1.2.0,1.2.0,2019-10-28T00:00:00.000Z,0,1.2.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/bfbdab258bc73074dd9bc31829d0559bccb5a528477f5acecfb0fffd0e64ec9f
2025-06-27T00:00:00.000Z,orx-cat-automation,constants-browserify - 1.0.0,1.0.0,2015-07-13T00:00:00.000Z,0,1.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/3b4965bfee1e5e1015454e047e6ca67d60f3fdbd14fd380ecc71727050fa10b3
2025-06-27T00:00:00.000Z,orx-cat-automation,convert-source-map - 1.1.3,1.1.3,2015-12-31T00:00:00.000Z,0,2.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/2dbf79d1e67af930d916bf3117a5bfd9e7fea9a249a144d1de08732111988266
2025-06-27T00:00:00.000Z,orx-cat-automation,convert-source-map - 1.9.0,1.9.0,2022-10-10T00:00:00.000Z,0,2.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/a54b67265ecb31ff8055a942597ea23fe33cc92d885b1c61f9fcc2f199e9d2d3
2025-06-27T00:00:00.000Z,orx-cat-automation,convert-source-map - 2.0.0,2.0.0,2022-10-17T00:00:00.000Z,0,2.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/de5060305de6fda8ec4efcdbd7e4b5e7df5ae39390f3f563f78094ffaaa1a211
2025-06-27T00:00:00.000Z,orx-cat-automation,core-js - 2.6.12,2.6.12,2020-11-25T00:00:00.000Z,0,3.43.0,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/62808f103400bad83a9e403e6bf66292b9138a4a2c09afa6e73c4892f72ce560
2025-06-27T00:00:00.000Z,orx-cat-automation,core-util-is - 1.0.2,1.0.2,2015-11-20T00:00:00.000Z,0,1.0.3,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/91bd09bff52727fade38cce23ab02ff0d56025bb9c24ee9ff124941c90e701fb
2025-06-27T00:00:00.000Z,orx-cat-automation,core-util-is - 1.0.3,1.0.3,2021-08-31T00:00:00.000Z,0,1.0.3,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/442dab81fb10f4daf984d14afe331a565ca605c5c0f4e52f601d958672936602
2025-06-27T00:00:00.000Z,orx-cat-automation,cosmiconfig - 4.0.0,4.0.0,2018-01-16T00:00:00.000Z,0,9.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/dc58284d08e6ed279507f31c650833de9f9e3b16efbcc9c1ba77760584710bde
2025-06-27T00:00:00.000Z,orx-cat-automation,crc-32 - 1.2.2,1.2.2,2022-04-04T00:00:00.000Z,0,1.2.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/a36a0fa4e143d3988405e02a4f9bf5415f60f6914a29b5fa420edec44f32fe33
2025-06-27T00:00:00.000Z,orx-cat-automation,crc32-stream - 4.0.3,4.0.3,2023-09-02T00:00:00.000Z,0,7.0.1,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/1998de670f9514321ef9bebf92811e3bfd2d8dda4bda49a5e10ce5b6295d1679
2025-06-27T00:00:00.000Z,orx-cat-automation,create-ecdh - 4.0.4,4.0.4,2020-08-04T00:00:00.000Z,0,4.0.4,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/5488eb337ef693849eb14739de33a45adbac3591874f3bb016df8232573566df
2025-06-27T00:00:00.000Z,orx-cat-automation,create-hash - 1.2.0,1.2.0,2018-04-11T00:00:00.000Z,0,1.2.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/df968b1cd382c24d12024467f712782016fb5f6a201fdfbd28255df5399ccf73
2025-06-27T00:00:00.000Z,orx-cat-automation,create-hmac - 1.1.7,1.1.7,2018-04-11T00:00:00.000Z,0,1.1.7,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/6013f88205e99471a8d7be83bd3beb8f5a32ec7a8afab3b153e784ed419f37e7
2025-06-27T00:00:00.000Z,orx-cat-automation,crypto-js - 4.2.0,4.2.0,2023-10-24T00:00:00.000Z,0,4.2.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/a2c2edfc35b68c87f3ffb3fff806297c6399911d811e96247316497edfb0b2b4
2025-06-27T00:00:00.000Z,orx-cat-automation,cucumber - 4.2.1,4.2.1,2018-04-09T00:00:00.000Z,0,6.0.7,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/565b54f77d680af0352b87db584eecf662fa9c03a0a93cd85830fdd607b02aa5
2025-06-27T00:00:00.000Z,orx-cat-automation,cucumber-expressions - 5.0.18,5.0.18,2018-05-21T00:00:00.000Z,0,8.3.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/2eef21212a0356c50965cd7d0791e70b563a69724b4049f59372a1c91c6d9ebe
2025-06-27T00:00:00.000Z,orx-cat-automation,cucumber-expressions - 6.6.2,6.6.2,2019-05-23T00:00:00.000Z,0,8.3.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/6eb86c944990acad18786ea21ae38481ac0294c1fecef57f5e10964b10d42515
2025-06-27T00:00:00.000Z,orx-cat-automation,cucumber-tag-expressions - 1.1.1,1.1.1,2017-12-01T00:00:00.000Z,0,2.0.3,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/e0634d3c58e5ade64efc8d7e71dc2e0352d70d300981f0a354a13c0a92c870fe
2025-06-27T00:00:00.000Z,orx-cat-automation,cypress-cucumber-preprocessor - 4.3.1,4.3.1,2021-12-06T00:00:00.000Z,0,4.3.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/633b61961afe4bf74ece9be6b18f4d85f60ba033048f4b0e1368b6ddefc97251
2025-06-27T00:00:00.000Z,orx-cat-automation,cypress-file-upload - 5.0.8,5.0.8,2021-06-21T00:00:00.000Z,0,5.0.8,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/7dcb0f5f889a31f5f6373548284a6cb6843e1092e4763c33561843d4d857b194
2025-06-27T00:00:00.000Z,orx-cat-automation,cypress-mochawesome-reporter - 3.8.2,3.8.2,2024-02-22T00:00:00.000Z,0,3.8.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/e8ee83df7c2afb08bc5a59f71e4fb8e7d904179509e6eb88e221a706935e2c92
2025-06-27T00:00:00.000Z,orx-cat-automation,d - 1.0.2,1.0.2,2024-03-01T00:00:00.000Z,0,1.0.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/31fbf1d97b6f7526a17a9a801f221d0a53a48a041de1dac2c07cc3df6b722e43
2025-06-27T00:00:00.000Z,orx-cat-automation,dargs - 7.0.0,7.0.0,2019-06-22T00:00:00.000Z,0,8.1.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/d09b4796e91b9d49d4db1fc8a485887f7933d6f1a244cd51d978ff52f8d526d3
2025-06-27T00:00:00.000Z,orx-cat-automation,dash-ast - 1.0.0,1.0.0,2018-05-30T00:00:00.000Z,0,2.0.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/951b5a5b1059cbc7ba06d37d61bff38adf7b96b4509ec39140c5f028dbf18c5e
2025-06-27T00:00:00.000Z,orx-cat-automation,dashdash - 1.14.1,1.14.1,2016-11-22T00:00:00.000Z,0,2.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/e8435ddf07cc7b22e4c4aec92759741517d3de232e47e09069eb72df364846a6
2025-06-27T00:00:00.000Z,orx-cat-automation,dateformat - 4.6.3,4.6.3,2021-09-21T00:00:00.000Z,0,5.0.3,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/cda1973338569b81076cbfe48d6b04de80c9f3ee2363dd374c21cabbf47477ac
2025-06-27T00:00:00.000Z,orx-cat-automation,debug - 3.2.7,3.2.7,2020-11-19T00:00:00.000Z,0,4.4.1,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/d35f376f26fa847e029d61f1dc48fd882127c42c6c41cddf476041b79b86b085
2025-06-27T00:00:00.000Z,orx-cat-automation,decamelize - 1.2.0,1.2.0,2016-03-05T00:00:00.000Z,0,6.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/011174fea5e7feda30b87a8d3d9ed97534267aa8564c73098c1f136bd04da2e7
2025-06-27T00:00:00.000Z,orx-cat-automation,decamelize - 4.0.0,4.0.0,2020-01-26T00:00:00.000Z,0,6.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/fbe4e102b9e2ab0d984d70955a94dfa35f6b218a9b4dc09481491540e414950c
2025-06-27T00:00:00.000Z,orx-cat-automation,deep-eql - 4.1.4,4.1.4,2024-06-05T00:00:00.000Z,0,5.0.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/f51fa34afd5d769eb9bb0c8e57b4ff560717dfd994802f4ec1ec95684d7c82e2
2025-06-27T00:00:00.000Z,orx-cat-automation,define-data-property - 1.1.4,1.1.4,2024-02-13T00:00:00.000Z,0,1.1.4,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/621c83de8b3a052126cf1208b1fa00b0148fa21dc853e34fc888037191656e21
2025-06-27T00:00:00.000Z,orx-cat-automation,define-properties - 1.2.1,1.2.1,2023-09-13T00:00:00.000Z,0,1.2.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/19525420bf8c62f24a3671fe2f933a8290cd956288aaece52958e8f1928b638f
2025-06-27T00:00:00.000Z,orx-cat-automation,defined - 1.0.1,1.0.1,2022-10-12T00:00:00.000Z,0,1.0.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/9f87484168446384adce29fe0d70dac714cfcf1e54945be8564e26cf1a825f5f
2025-06-27T00:00:00.000Z,orx-cat-automation,delayed-stream - 1.0.0,1.0.0,2015-04-30T00:00:00.000Z,0,1.0.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/e5527402eb9f4ccd30df83fb6d79702e9459d9ee46ffcc61aeb217b8b9b97498
2025-06-27T00:00:00.000Z,orx-cat-automation,denque - 2.1.0,2.1.0,2022-07-18T00:00:00.000Z,0,2.1.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/9418a215c80618ab21bbcbb5e61fbed00fc514aa159a8ef401b60b2eab239ec2
2025-06-27T00:00:00.000Z,orx-cat-automation,deps-sort - 2.0.1,2.0.1,2019-10-29T00:00:00.000Z,0,2.0.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/a987fda81324f612cc9ef849de74c71a6123e9ac461f6fcf9c42c56cd11cd51c
2025-06-27T00:00:00.000Z,orx-cat-automation,des.js - 1.1.0,1.1.0,2023-05-29T00:00:00.000Z,0,1.1.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/c8d1cef3c7f6bca39b4b157d751a2ecf84fe8c710d35eb9549a1fd21b403a459
2025-06-27T00:00:00.000Z,orx-cat-automation,detective - 5.2.1,5.2.1,2022-05-27T00:00:00.000Z,0,5.2.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/e43c37aab4215d8ef899c64a23eebe36646456cfe98dc87f19224cdb69f5e66c
2025-06-27T00:00:00.000Z,orx-cat-automation,diff - 3.5.0,3.5.0,2018-03-05T00:00:00.000Z,0,8.0.2,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/f4e2e95dd638e133520cbca3eef912a8da99f17399083c34b8ff8915697d13f8
2025-06-27T00:00:00.000Z,orx-cat-automation,diff - 5.2.0,5.2.0,2024-02-12T00:00:00.000Z,0,8.0.2,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/30e728bc776d620a7ba237afe2385797437d28269c462f288e93b27ffa16ec5d
2025-06-27T00:00:00.000Z,orx-cat-automation,diffie-hellman - 5.0.3,5.0.3,2018-04-11T00:00:00.000Z,0,5.0.3,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/0312981fc41c4be0f69f2aa95c487a6c2b5a2b84ebe3c7bbd310ad574c366aa2
2025-06-27T00:00:00.000Z,orx-cat-automation,domain-browser - 1.2.0,1.2.0,2018-01-26T00:00:00.000Z,0,5.7.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/37c6949d93e27294d22793c55bc5f34bb97f5993978cdba13a3ae6d7700d031c
2025-06-27T00:00:00.000Z,orx-cat-automation,duplexer2 - 0.1.4,0.1.4,2015-11-08T00:00:00.000Z,0,0.1.4,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/fc42fb3b33d83a4888268acf95c62e9648e4cb5dde433dfdb984db73d0423417
2025-06-27T00:00:00.000Z,orx-cat-automation,duration - 0.2.2,0.2.2,2018-10-31T00:00:00.000Z,0,0.2.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/f6734a12580116b4b9999a9a94db0ef23c85ddf44e2609176c54cb5d2d9b2773
2025-06-27T00:00:00.000Z,orx-cat-automation,eastasianwidth - 0.2.0,0.2.0,2018-01-01T00:00:00.000Z,0,0.3.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/73b39985686fb334766226e082d4fbff1b6791885a6fea896850a8ecf1d2261b
2025-06-27T00:00:00.000Z,orx-cat-automation,ecc-jsbn - 0.1.2,0.1.2,2018-07-29T00:00:00.000Z,0,0.2.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/661a9bbb3f6af2fa733a62cad27b02c04aa23fcabfdc7d5f808e62aa6cd43f6d
2025-06-27T00:00:00.000Z,orx-cat-automation,emoji-regex - 8.0.0,8.0.0,2019-03-05T00:00:00.000Z,0,10.4.0,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/1c8902f81abb9a6cdf661dd4c210a41d445051edb5d6dc847ddb24681b2ef6d5
2025-06-27T00:00:00.000Z,orx-cat-automation,emoji-regex - 9.2.2,9.2.2,2021-03-02T00:00:00.000Z,0,10.4.0,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/d528e78d2ce2d11a983ae65c4ffea38ce1dfa895f59dcb45f577ef96f2a83846
2025-06-27T00:00:00.000Z,orx-cat-automation,end-of-stream - 1.4.4,1.4.4,2019-09-25T00:00:00.000Z,0,1.4.5,Upgrade: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/9ade915fdcc3be6c06514ddc006bddb39f91f551a0da09d17c986fb0f62d5fa3
2025-06-27T00:00:00.000Z,orx-cat-automation,enquirer - 2.4.1,2.4.1,2023-07-28T00:00:00.000Z,0,2.4.1,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/85e82c085d922218673dcce658308d2dee6a9d16bca78b029a3671252852ce74
2025-06-27T00:00:00.000Z,orx-cat-automation,error-ex - 1.3.2,1.3.2,2018-06-19T00:00:00.000Z,0,1.3.2,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/20f9db9757b72729755a41be9abe84c0d93b44543073024b86b748266c5ae9fd
2025-06-27T00:00:00.000Z,orx-cat-automation,error-stack-parser - 2.1.4,2.1.4,2022-06-06T00:00:00.000Z,0,2.1.4,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/bf4cff01b080c790429c767cfb9b5cd373416621cbef28e9db2118b57523dbed
2025-06-27T00:00:00.000Z,orx-cat-automation,es-errors - 1.3.0,1.3.0,2024-02-05T00:00:00.000Z,0,1.3.0,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/9cab03fac0c6e01ad823fa55442ed1b17b8a13f1fbf810e4637aa576dd7465be
2025-06-27T00:00:00.000Z,orx-cat-automation,es5-ext - 0.10.64,0.10.64,2024-02-27T00:00:00.000Z,0,0.10.64,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/0574949c41d31a5b38d9dddc13ed9517ce18d1d7200197003b8c5e04f1acdde9
2025-06-27T00:00:00.000Z,orx-cat-automation,es6-iterator - 2.0.3,2.0.3,2017-10-17T00:00:00.000Z,0,2.0.3,Evaluate: https://securityplatform.optum.com/appdetails/AIDE_0074782/Secure_Code_Vulnerabilities/4c9e05e7b6e8c03c00f0ff4d3a09c1742a6f45970cea2e32a6a6cf4b94c62d9d
